"86c5cfa7fcbde303f704b60a78ced7d6	a6456e781cb962cc3f412b04de4fed7b	5	Entrega perfeita	Muito bom. muito cheiroso.	2018/6/13 00:00	2018/6/14 17:29	Very good. Very fragrant.	1",,,,,,,,,,,,,,
"890ec1767be8eb104877db6d68eaade5	b3271f5ebce80cbecb67c5b88487a44a	5		""otimo vendedor chegou ate antes do prazo "," adorei o produto""	2017/5/13 00:00	2017/5/14 02:57	""Great seller arrived until before the deadline"," I loved the product""	1",,,,,,,,,,,,
"7d9ac3e98adc0c8ad579e6a2257d79f9	dfa48852c93427261c98fb2e01f33bea	5		Processo de compra tranquilo e eficiente.	2018/4/24 00:00	2018/4/25 16:01	PURPROPURE AND EFFICED PURCHASE PROCESS.	1",,,,,,,,,,,,,,
"c41bd21983e298a240410ebb391bf075	9562b424b05978a493db2a5122ecab1f	5		Tomara q dure pois ? de pelinho.	2017/5/19 00:00	2017/5/21 03:04	I hope you last because it's from Pelinho.	1",,,,,,,,,,,,,,
"e233e51d11511bf30e568c76360ace52	548df2c6e5f089574614894bca78acf5	1		""recebi somente 1 controle Midea Split ESTILO.",,,,,,,,,,,,,,
"Faltou Controle Remoto para Ar Condicionado Consul""	2018/1/28 00:00	2018/2/4 11:06	""I received only 1 Midea Split style control.",,,,,,,,,,,,,,
"Missed remote control for air conditioning consul""	1",,,,,,,,,,,,,,
"3d94fd645cdaacc8c9f0dc0a2a1f5166	4d483bf690ca21bdc005df9b623673c7	5		boa	2017/3/21 00:00	2017/3/22 00:58	Good	1",,,,,,,,,,,,,,
"500c05500aa275953129f49799ee5c73	8a9424899aac432d80d8e580932b5ee9	5	MT lindo	MT lindo	2018/7/25 00:00	2018/7/25 21:37	Very beautiful	1",,,,,,,,,,,,,,
"6a0969d0769d2f3ff6438809a1cc455e	32638fbca8d1a197e649fd5138e12049	5		""Ocorreu tudo como contratado sendo a entrega realizada antes do prazo ",,,,,,,,,,,,,,
 Estou satisfeita,,,,,,,,,,,,,,
"	2017/6/2 00:00	2017/6/3 13:12	Everything occurred as hired being the delivery made before the deadline",,,,,,,,,,,,,,
 I am satisfied,,,,,,,,,,,,,,
"	0
8a64945e89526e68bc16383391590232	71960e6af960919256a958a3633e1040	5		Amei achei lindo ","muito delicado adorei""	2018/4/18 00:00	2018/4/18 22:30	""I loved it", I found it beautiful," very delicate I loved""	1",,,,,,,,,,,
"c0dbf9a325d2a2fece43873be47191e1	b324f4270850cbba23533b9a9d3434a9	4		""?tima loja para parceria: r?pid?ssima"," produtos bem embalados e de qualidade! S? o custo do frete que foi meio azedo.""	2018/4/4 00:00	2018/4/6 15:43	""Great store for partnership: Quiet"," well packaged and quality products! Only the cost of freight that was kind of sour.""	1",,,,,,,,,,,,
"109b5ce2dd11bb8460eff3b86da6fefc	25362fbf6aac4b01a28dee1e076acc26	5	?timo Produto!	Recomendo o vendedor...	2018/8/17 00:00	2018/8/17 21:47	I recommend the seller ...	1",,,,,,,,,,,,,,
"6d06808638ec0701bccd70bc8d462c28	97d2f8fe76f2f253b8291e17b5383884	1		""O produto n?o chegou no prazo estipulado e causou transtorno", pq programei a viagem de f?rias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiab? sozinho. Agora," a casa est? vazia. ""	2016/12/9 00:00	2016/12/19 14:10	""The product has not arrived within the stipulated deadline and caused a disorder", because I scheduled the holiday trip from my son," based on the deadline. I live in Bahia and he in Cuiab? alone. Now the house is empty.""	0",,,,,,,,,
"750d4311e8ddb6cba549ee86f06f0cca	4b32a4cdfc1b80066a8ee3a4b7a2094f	5		""Produto entregue como solicitado", e com muita brevidade. Parab?ns!,,,,,,,,,,,,,
"	2017/8/9 00:00	2017/8/9 12:03	Product delivered as requested", and very brevely. Congratulations!,,,,,,,,,,,,,
"	1
8b230a1373c6dc4bd867099fda1d7039	071251fe3b3493294536f03737a8a679	3		Eu comprei duas unidades e s? recebi uma e agora o que fa?o?	2017/11/9 00:00	2017/11/10 10:38	I bought two units and I only received one and now what do I do?	1
cb2fc3e5711b5ae85e0491ee18af63ed	34e6d418f368f8079ae152bc178bc66a	3		Produto bom"," por?m o que veio para mim n?o condiz com a foto do an?ncio.""	2018/1/31 00:00	2018/1/31 23:29	""Good product"," however what came to me does not match the photo of the ad.""	1",,,,,,,,,,,,
"60c714ed14cef913944a3147094a4742	9ac05114800f02bfaa783bd76842dbe2	1		""Produto muito inferior"," mal acabado.""	2018/7/3 00:00	2018/7/5 19:03	""Much lower product"," poorly finished.""	1",,,,,,,,,,,,
"c45811d9f90e22a81155b3a1e4a5c2e8	491f193fc52075598871cfe6f19976d4	5	RECOMENDO SEMPRE!!	O kit mochila patrulha canina ? lindo!! Meu netinho vai amar!! Obrigada!!	2018/6/19 00:00	2018/6/19 17:44	The Kit Backpack Canine Patrol is beautiful !! My grandson will love !! Thanks!!	1",,,,,,,,,,,,,,
"e29ab4a671400c41322e4855de633c6a	17b296b73ebefd6213299342b09f097f	5		Maravilha	2017/8/9 00:00	2017/8/11 23:28	Wonder	1",,,,,,,,,,,,,,
"0bd4dcc4f6c4621baf37f73495cad8c4	a11cd01ac67beef7e8bf09740d8a35c1	3		Entrega no prazo	2017/3/23 00:00	2017/3/23 21:20	Delivery on time	0",,,,,,,,,,,,,,
"888f11883ff85fa5c07e6ae1192d85c4	248907ae8054cb8e93d5aa44857779b4	5		Cumpriu o prometido na compra e com o uma entrega em tempo satisfat?rio	2018/1/4 00:00	2018/1/5 23:30	Fulfilled the promised in the purchase and with a satisfactory time delivery	1",,,,,,,,,,,,,,
"65dfeb60c40e3cbb0a1838285d86f885	a2714ecbf6eeb3bb9cd7dba6dc1c5e82	1		Pedi reembolso e sem resposta at? momento	2018/3/8 00:00	2018/3/8 12:27	I asked for refund and no answer so much	0",,,,,,,,,,,,,,
"50a1eaa2f96d6f3e02d0cd68d92bab75	4a7cf245701068d38d441791b735e4bd	5	***** Recomendo	Super r?pido.	2018/5/10 00:00	2018/5/11 03:08	Super fast.	1",,,,,,,,,,,,,,
"436f71c9cc0c1aab7f51dc0cd0820516	c676e726f8a14a9527b41b9dc50ca1bc	5		""Satisfeito",,,,,,,,,,,,,,
"	2017/11/22 00:00	2017/11/22 14:45	Pleased",,,,,,,,,,,,,,
"	1
97d4feff1fd7129bee6cde095b9dac2a	b4039fffc67d7a5a75a3ba881d75e402	5		estao de parabens... sempre chega com muiiita antecedencia..",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Muito obrigada.... ""	2017/6/24 00:00	2017/6/29 13:48	""are parabens ... always arrives with muiiita precedence ..",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Thank you....""	1",,,,,,,,,,,,,,
"1692078634b63c7f25aa90ee746ec498	5bc4e94aef2841f392fb6fe7ceef69b6	5	OTIMO	OK RECOMENDO	2018/5/23 00:00	2018/5/28 12:48	Ok I recommend	1",,,,,,,,,,,,,,
"ff722b4c68783a4459a3adb9bb4e1d0d	b8702f50a689621ab21ef200b55a5b8d	3		""Produto chegou"," mas meu PC n?o conseguiu reconhecer as portas USB.""	2018/1/16 00:00	2018/1/18 23:25	""Product arrived"," but my PC could not recognize the USB ports.""	0",,,,,,,,,,,,
"8055e963f26f70c406ca517b2c2848e6	9218ec94cd0d96e4c3e6b8c1504aa8dc	5		""Produto de muito boa qualidade"," chegou antes do prazo prometido""	2017/12/17 00:00	2017/12/19 17:31	""Product of very good quality"," has arrived before the promised deadline""	1",,,,,,,,,,,,
"ae728c1061bf163b4bd256ad9ee0bb83	45c780334bc32cb77559a65c5f171160	1		""Este foi o pedido",,,,,,,,,,,,,,
Balde Com 128 Pe?as - Blocos De Montar 2 un - R$ 25,00 cada (N?O FOI ENTREGUE),,,,,,,,,,,,,
Vendido e entregue targaryen,,,,,,,,,,,,,,
Tapete de Eva N? Letras 36 Pe?as Crian?as 1 un - R$ 35,"90 (ESTE FOI ENTREG""	2018/1/4 00:00	2018/1/10 09:52	""This was the request",,,,,,,,,,,,,
Bucket with 128 pieces - Building blocks 2 Un - R $ 25,00 each (it was not delivered),,,,,,,,,,,,,
Sold and delivered Targaryen,,,,,,,,,,,,,,
Rug of EVA n? letters 36 pieces children 1 un - R $ 35,"90 (this was entered""	1",,,,,,,,,,,,,
"41926e45719f9b923357ea3bb222195f	1601df22ba2f78168443e6f729e74868	5		""Entrega muito r?pida",,,,,,,,,,,,,,
"Parab?ns""	2017/8/29 00:00	2017/8/29 21:06	""Very fast delivery",,,,,,,,,,,,,,
"Congratulations""	1",,,,,,,,,,,,,,
"72730619a00e0ecdecf0a4ff862d8996	af76a45a10524549102e010f2bd9d3cd	1		comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois	2017/11/7 00:00	2017/11/8 21:54	I bought three packages of five sheets each paper transfer to dark fabric and only received two	1",,,,,,,,,,,,,,
"c5d83c2523ef15209c8faf5133a7bafb	7eba0b6b5cb480d65416e26e2528d250	4		""Estava faltando apenas um produto", eu recebi hoje , muito obrigada!,,,,,,,,,,,,
Tudo certo!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Att ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Elenice.""	2017/12/16 00:00	2017/12/19 23:21	""I was missing only one product", I received today, thank you very much!,,,,,,,,,,,,
All right!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Att,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Elenice.""	1",,,,,,,,,,,,,,
"766fc608e4f2683020fb0a121d9db23e	77fc7da5ef4df2c48276ae832072dcf1	5		""A bolsa t?rmica al?m de linda ? super espa?osa . Produto de acordo com o anunciado e a entrega super r?pida "," entregou bem antes do prazo .""	2018/1/10 00:00	2018/1/11 07:47	""The thermal bag beyond beautiful is super spacious. Product according to the advertised and super fast delivery"," delivered well before the deadline.""	1",,,,,,,,,,,,
"5c37d7ba6ef2f031c34bb4fda3454018	bbd1b9ebbc5a09d51caaa2d10e0f93b5	2		Demorou de mais pra entrega	2017/12/17 00:00	2017/12/17 12:14	It took me too much for delivery.	1",,,,,,,,,,,,,,
"83414f98136ce687f7eb69e555b2519c	36e05888e17fa68e55b13477d9b53d3e	5		super rapido a entrega .... chegou antes da data...	2017/10/24 00:00	2017/10/25 19:36	Super fast delivery .... arrived before the date ...	0",,,,,,,,,,,,,,
"46d8249ea59101c7288936c3e6f155d7	f25ddb6cd62d720a5d91fff80467930a	3	Entrega atrasou	A entrega foi dividida em duas. N?o houve comunicado do loja. Cheguei a pensar que s? haviam enviado parte do produto.	2018/1/20 00:00	2018/5/15 00:45	Delivery was divided into two. There was no statement from the store. I came to think that they had only sent part of the product.	0",,,,,,,,,,,,,,
"346317f9aff540395fe46893611854f8	546ffb713086001ce9f0009158f88b73	1		N?o funciona n?o faz sincronismo	2017/9/17 00:00	2017/9/18 23:39	Does not work does not synchronize	0",,,,,,,,,,,,,,
"2685a4800004a12ec09d27264ff1915f	5c973d2b4652e1dec15353b59339f3b4	5		Recomendo a todos os clientes	2016/10/22 00:00	2016/10/26 17:47	Recommend to all customers	1",,,,,,,,,,,,,,
"c422274e50e900b46fee429016c5458d	950bb159eea525ff8947b92c93b02f8e	3		Gostei	2017/9/24 00:00	2017/9/25 14:09	Liked it	1",,,,,,,,,,,,,,
"3f6d9482c57cdb5fc7012f7b9b5ed4c5	2a3251c95a3d5c57ed230021faa588a0	5		OTIMA	2018/4/19 00:00	2018/4/22 12:25	EXCELLENT	1",,,,,,,,,,,,,,
"a55012f5c7e74353e92986be15d133b6	54b73f808b0ff25da4276773c30ac269	5		""Gostei muito do jogo de banho.A estampa florida", o bordado," tudo muito bonito. ?timo produto.""	2017/6/3 00:00	2017/6/4 02:22	""I really liked the bath game. Florida print", the embroidery," all very beautiful. Great product.""	1",,,,,,,,,,
"487f8ff16eaf366dc7c01652202048c3	d5ba80d74b52c335ae36398d6159e6ee	1		""Chegou apenas uma pe?a"," mas na nota e na garantia constam as duas joias.""	2017/8/22 00:00	2017/8/22 23:45	""Only arrived a piece"," but in the note and warranty are the two jewels.""	1",,,,,,,,,,,,
"ef8ae544c432bb1053ba5990bd0d6227	e18ebd6286697a3f0f6fe267d8286cb2	1		EU N?O RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI AL?M DE PAGAR CARO DO FRETE	2018/1/12 00:00	2018/1/13 00:28	I did not receive the product and looks in the system that I received besides paying expensive freight	0",,,,,,,,,,,,,,
"aaab917291fea34988b9a0cb60e0716f	560f7585b57fcc9579460fa21c0d8ec1	1		""Comprei o rel?gio", unissex e enviaram um rel?gio feminino," bem menor que as especifica??es do an?ncio.""	2018/4/5 00:00	2018/4/6 11:06	""I bought the clock", Unisex and sent a female watch," much smaller than the advertisement specifications.""	1",,,,,,,,,,
"3f73914ab5fc1cd68ad6757c93644349	3144812170fbb0c3b71bbd757609f605	5		Sempre compro na lannister.Pra mim ? a melhor loja on-line	2018/3/14 00:00	2018/3/17 10:26	I always buy on Lannister.Pra I'm the best online store	1",,,,,,,,,,,,,,
"e2fd85e5df711bd91e6e96e13c741843	c9645496b715730a1a5d07eb97a6bf6b	5		Produto de qualidade excelente	2017/1/31 00:00	2017/2/1 16:56	Excellent quality product	1",,,,,,,,,,,,,,
"42ae74a43661be8587b2e2db054179db	0a187dd7f4efe70e8c3b6e3779b3b133	5		?timo custo-benef?cio	2017/9/14 00:00	2017/9/15 14:15	Great value for money	1",,,,,,,,,,,,,,
"d8f61c7fcd172785563a65cd65a8cea8	cf34fe44babb9fd001a001acfa43cabf	5		OK	2017/11/19 00:00	2017/11/22 19:34	OK	1",,,,,,,,,,,,,,
"79927442ebcbf70b2021e1339bb9a51b	1c8898140458c37fbbf0be37d47193b9	5	muito boa	Gostei da aten??o com a entrega	2018/4/27 00:00	2018/4/30 08:04	I liked the attention with the delivery	1",,,,,,,,,,,,,,
"14613df954694f243dedeaa2c8a3a5c2	1e91914c9706a5d4665b8c5a6294b107	4	4	"" Se fosse vidro tinha quebrado; veio na caixa sem nenhuma prote??o por dentro", a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs,,,,,,,,,,,,,
".""	2018/5/15 00:00	2018/5/16 23:41	"" If it were glass had broken; It came in the box without any protection inside", the box was very crumpled. Sorry .. but I like to buy from you,,,,,,,,,,,,,
".""	1",,,,,,,,,,,,,,
"5f938e5f5f2e9a75710b54feeb9ea610	d9ff0185a300435402f043124f530274	1	M?dio	A pe?a n?o serviu	2018/5/11 00:00	2018/5/14 14:08	The piece did not serve	1",,,,,,,,,,,,,,
"d7ea05bb4f9c77d606fd90b1a27e317d	bb5b0d8f3e9c964760c674f2aa2ae0cf	1		Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco n?o fora entregue na minha resid?ncia. N?o sei se os correios desse Brasil e p?ssimo ou foi a pr?pria loja que demorou postar.	2018/3/29 00:00	2018/3/29 23:13	I bought the product on February 25 and today Marco 29 was not delivered in my residence. I do not know if the postcases of this Brazil and lousy or was the store itself that it took to post.	1",,,,,,,,,,,,,,
"185cb85ede91009d7a8e685687c037ee	2e5dc86c8c4aa663549caf5e31de840d	1		""fiz minha compra faz 30 dias e n?o recebi ainda meu produto.",,,,,,,,,,,,,,
"Precisa melhorar nas entregas""	2017/4/6 00:00	2017/4/9 18:25	""I made my purchase for 30 days and I did not receive my product yet.",,,,,,,,,,,,,,
"Need to improve in deliveries""	1",,,,,,,,,,,,,,
"0c9b6ca9b3beaf0fd5d621f63844ea01	cadd4c5765abf658117f2cc7e2a639c2	5	prazo entrega	""Espero receber esta semana", o que n?o seria t?o extravagante," por?m...mais atrazo do que isso me faria desistir do baratheon.""	2018/8/26 00:00	2018/8/29 02:48	""I hope to receive this week", which would not be so extravagant," but ... more by what it would make me give up Baratheon.""	0",,,,,,,,,,
"c399eafa15aafaecdd1d9008f5b34ed6	3081ddf6e7c6afa4e4124e7882486fcd	5		""Entregou no prazo certo"," fiquei feliz com a compra que fiz""	2017/6/23 00:00	2017/6/24 00:58	""Delivered on the right time"," I was happy with the purchase I made""	1",,,,,,,,,,,,
"8ef36616bef00398b6e413c124f436c8	6925682cc441a2514cd15f7f17ece7b2	5		Lindo rel?gio adorei	2017/5/31 00:00	2017/6/1 01:21	Beautiful watch I loved	1",,,,,,,,,,,,,,
"57e994485c2ebd293e4fa9cd62e5bb96	201691efe89d4d71f36e5ea279a8759a	3		""Comprei dois lustres pendentes", com a parceira targaryen e s? me enviaram um lustre. Abri reclama??o," mas ainda n?o recebi resposta. Aguardo solu??o por parte de Lojas lannister.""	2018/3/14 00:00	2018/3/16 20:26	""I bought two pending chandeliers with the Targaryen partner and only sent me a chandelier. I opened complaint"," but I have not received an answer yet. I await solution from Lannister stores.""	0",,,,,,,,,,,
"59d95e0b5b52d038dc3a022b7c912969	fc8c2e8bc069aea361c41c313464993c	5	Super produto	Muito bom alta qualidade!	2018/7/4 00:00	2018/7/5 00:56	Very good high quality!	1",,,,,,,,,,,,,,
"a0adf7a439816b22050d6bf433cbbff6	15c8f741c0b7deafafea8af0f7bb6852	5		""Produto bonito"," entregue bem valado e dentro do prazo. Recomendo!""	2018/4/10 00:00	2018/4/13 11:04	""Beautiful product"," delivered well valued and within the deadline. I recommend!""	1",,,,,,,,,,,,
"93fbbe62dcf6ffac99be013a1c68eb52	935f0d2ac8ce7ce29f5712d2637ddb33	5		Muito bom	2018/2/20 00:00	2018/2/21 09:42	Very good	1",,,,,,,,,,,,,,
"c40a6b6e0181e5ec0d12cbc2e12c49d3	f3468d6a2c7586711e9952242898aad4	1	falta de produto e quebra	Faltou 1 produto e os que recebi 1 veio quebrado	2018/5/23 00:00	2018/5/23 22:23	Missed 1 product and those receiving 1 broken came	0",,,,,,,,,,,,,,
"5241fcad10d7b45a1761f1e1e1536faa	0bcbcc3e0a09b3f6a9495de35f452616	5	super recomendo	""chegou dentro do prazo e o produto ? de excelente qualidade! Acabou as dores nas costas"," estou dormindo muito bem!""	2018/7/7 00:00	2018/7/9 18:12	""Arrived within the deadline and the product is of excellent quality! The pains on the back ended"," I'm sleeping very well!""	1",,,,,,,,,,,,
"06f47dacd0575e592bf6a17e922ce6cd	82348f1b5f24ac795fa9320e02c49553	1	n?o recebi ainda	aqui est? descrevendo como entregue s? que ate agora n?o recebi	2018/6/28 00:00	2018/6/29 16:34	here is describing how to deliver only until now I have not received	1",,,,,,,,,,,,,,
"d36219dfadc3a5b07ab66670d23915ad	22613579f7d11cc59c4347526fc3c79e	5		""Acho que rastreando o produto devia ser melhor e mais preciso"," mas no geral foi uma ?tima experi?ncia ""	2016/10/19 00:00	2016/10/20 12:40	""I think tracing the product should be better and more precise"," but overall it was a great experience""	1",,,,,,,,,,,,
"5230dc021b8ce3fe53ed728af873a6d1	fc850201b579f014488f1cca40aaa06d	5		Ainda n?o tive a oportunidade de testar	2017/11/23 00:00	2017/11/25 16:59	I have not had the opportunity to test	0",,,,,,,,,,,,,,
"4656b8ed41c17f6be05e911e211ecd8f	7bdfa70c4049e7319a3182997e27cb95	3	recomendo	Comecei a usar agora	2018/5/8 00:00	2018/5/10 13:57	I started to use now	1",,,,,,,,,,,,,,
"8ef0597f9b1870cf46c81358425f0e24	d451da9b109e1786f303924d04ed72a1	5		nada a declarar	2017/5/20 00:00	2017/5/22 11:22	Nothing to declare	1",,,,,,,,,,,,,,
"6b341682ab39af9fa00d72d7388c903b	fd65651f855608ad1aa52ff4a741c31a	3	Nota3	""Comprar um produto correto na capa mas interno ser outro.???????",,,,,,,,,,,,,,
"	2018/5/10 00:00	2018/5/11 01:15	Buy a correct product on the cover but internal being another. ???????",,,,,,,,,,,,,,
"	1
e4f0765c572989acb3d2d17c911ccce4	4b661d524b6f0788746514fb6f7ad3fa	3		entrega super rapida	2017/12/13 00:00	2017/12/13 16:35	Super fast delivery	0
557ae9c16a8ea3909db2fc5a01bc5151	287b045cfe9ba0ed08308efc06c366ae	3	Suspense	Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil","tanto via e-mail qto por telef.O suspense terminou mas l? n?o compro mais""	2018/5/24 00:00	2018/5/25 12:23	""I made a request for 4 bottles of olive oil.chegated 2 on a day and the other 2 almost 48 hours afterwards.Contact with the very difficult store"," both via e-mail qto by telephone. The suspense ended but there I do not buy more""	1",,,,,,,,,,,,
"5939898b5d2ac05454b2fe1aeecaad19	ff37040ee7efbb9709c2b4389c4c0fc4	5		O produto chegou muito rapido e de boa qualidade recomendo o produto	2018/3/9 00:00	2018/3/12 10:32	The product arrived very fast and good quality I recommend the product	1",,,,,,,,,,,,,,
"cde97e23deec3aa11e838402378706ee	512ba2efae3409f37660ce26199b32aa	1		""N?o posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconte?a"," terei minha opini?o formada!""	2017/12/22 00:00	2017/12/22 12:20	""I can not! I am waiting for the arrival of the product I bought! As soon as this happens"," I will have my opinion formed!""	1",,,,,,,,,,,,
"3ff8285931cc9b54c9ad22ba78957f63	e6b23db78d4473c921fb9315e04b5c0f	1		Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e n?o tive nenhum retorno. Estou insatisfeita.	2017/5/14 00:00	2017/5/19 10:38	I bought two products and received only one. I sent two emails to the store and had no return. I'm dissatisfied.	0",,,,,,,,,,,,,,
"fdb0e5a14fb6456e28ce7b3b054b8843	eccb333547035c917db4396ff94c3182	3		N?o recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue ap?s o prazo e quase 1 m?s ap?s a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito	2018/2/16 00:00	2018/2/17 21:35	I would not recommend this store or intend to go back to it. The merchandise was delivered after the deadline and almost 1 month after the purchase. On the Lannister website they usually arrive before the deadline. I missed a lot	0",,,,,,,,,,,,,,
"7914fa319f12631679d1704d7dcd17df	06ecfa8dfae87263e05d953aa561603d	5	Top	Recomendo	2018/8/22 00:00	2018/8/23 01:51	I recommend	1",,,,,,,,,,,,,,
"deb6f26fd2c11c556bc9245fd9203469	997cd0cc21c4cc23cf4b07c4f53834db	4		Atendeu minha expectativa.	2018/2/24 00:00	2018/2/25 11:02	He answered my expectation.	1",,,,,,,,,,,,,,
